image_file,camera_id,camera_name,district,lat,lng,captured_at,total_count,car_count,motorbike_count,density_level,label_status,labeler,split,source_url,notes
images/011_662a8cc51afb9c00172d2938.jpg,662a8cc51afb9c00172d2938,Huỳnh Tấn Phát - Phú Thuận,Quận 7,10.7307995207108,106.732006072998,2026-08-12T17:15:47.243564+00:00,3,3,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=662a8cc51afb9c00172d2938,"Auto-annotated: 0 moto, 3 car, 0 heavy. Flood score=34.4 (level=0)"
images/012_5a8259035058170011f6eacf.jpg,5a8259035058170011f6eacf,Nguyễn Văn Linh - Nguyễn Hữu Thọ (1),Quận 7,10.7291234621994,106.700549125671,2026-08-12T17:15:47.503693+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=5a8259035058170011f6eacf,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=7.6 (level=0)"
images/013_585b2980c3f96200127dc502.jpg,585b2980c3f96200127dc502,Huỳnh Tấn Phát - Lưu Trọng Lư 2,Quận 7,10.755127675229,106.727993488312,2026-08-12T17:15:47.722960+00:00,6,1,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=585b2980c3f96200127dc502,"Auto-annotated: 0 moto, 1 car, 5 heavy. Flood score=45.1 (level=1)"
images/014_662a8e121afb9c00172d2a3f.jpg,662a8e121afb9c00172d2a3f,Huỳnh Tấn Phát - cầu Tân Thuận 1,Quận 7,10.7554228054478,106.723868250847,2026-08-12T17:15:47.992059+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=662a8e121afb9c00172d2a3f,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=33.3 (level=0)"
images/015_662a8cfe1afb9c00172d296e.jpg,662a8cfe1afb9c00172d296e,Huỳnh Tấn Phát - Trần Trọng Cung,Quận 7,10.7433433113335,106.729581356049,2026-08-12T17:15:48.266142+00:00,1,1,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,val,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=662a8cfe1afb9c00172d296e,"Auto-annotated: 0 moto, 1 car, 0 heavy. Flood score=40.6 (level=0)"
images/016_662a8ddd1afb9c00172d2a0f.jpg,662a8ddd1afb9c00172d2a0f,Nguyễn Văn Linh - cầu Tân Thuận 2,Quận 7,10.752102573838,106.725064516068,2026-08-12T17:15:48.513315+00:00,2,1,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=662a8ddd1afb9c00172d2a0f,"Auto-annotated: 0 moto, 1 car, 1 heavy. Flood score=51.2 (level=1)"
images/017_5bbc7163ca0577001164127f.jpg,5bbc7163ca0577001164127f,Lê Văn Lương - Cầu Long Kiểng (HCM),Huyện Nhà Bè,10.6895647333739,106.702550053597,2026-08-12T17:15:48.784408+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=5bbc7163ca0577001164127f,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=7.6 (level=0)"
images/018_665861d864f11e00173c73a9.jpg,665861d864f11e00173c73a9,Huỳnh Tấn Phát - Cầu Tân Thuận 1,Quận 7,10.7554702370632,106.723374724388,2026-08-12T17:15:48.990717+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=665861d864f11e00173c73a9,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=33.1 (level=0)"
images/019_662a861e1afb9c00172d23ad.jpg,662a861e1afb9c00172d23ad,Nguyễn Hữu Thọ - Phạm Hữu Lầu,Huyện Nhà Bè,10.6954843759884,106.718187332153,2026-08-12T17:15:49.256827+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=662a861e1afb9c00172d23ad,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=32.2 (level=0)"
images/020_5abbb6d698d8fc001102dfc8.jpg,5abbb6d698d8fc001102dfc8,Nguyễn Văn Linh - Nguyễn Lương Bằng (1),Quận 7,10.7314425344033,106.720451116562,2026-08-12T17:15:49.524018+00:00,13,12,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,val,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=5abbb6d698d8fc001102dfc8,"Auto-annotated: 0 moto, 12 car, 1 heavy. Flood score=47.7 (level=1)"
images/021_63bd1e95bfd3d90017ec3cd5.jpg,63bd1e95bfd3d90017ec3cd5,Nguyễn Lương Bằng - Hoàng Quốc Việt,Quận 7,10.7131108376067,106.731684207916,2026-08-12T17:15:49.770191+00:00,5,5,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=63bd1e95bfd3d90017ec3cd5,"Auto-annotated: 0 moto, 5 car, 0 heavy. Flood score=35.5 (level=0)"
images/022_662a8f701afb9c00172d2b5e.jpg,662a8f701afb9c00172d2b5e,Nguyễn Thị Thập - Lê Văn Lương,Quận 7,10.739928078758,106.703596115112,2026-08-12T17:15:50.028327+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=662a8f701afb9c00172d2b5e,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=28.7 (level=0)"
images/023_662a8eb41afb9c00172d2aba.jpg,662a8eb41afb9c00172d2aba,Nguyễn Văn Linh - Nguyễn Thị Thập 2,Quận 7,10.7379990877391,106.721824407578,2026-08-12T17:15:50.281486+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=662a8eb41afb9c00172d2aba,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=44.7 (level=1)"
images/024_585b284ac3f96200127dc500.jpg,585b284ac3f96200127dc500,Huỳnh Tấn Phát - Lưu Trọng Lư 1,Quận 7,10.7545321437295,106.727795004845,2026-08-12T17:15:50.551495+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=585b284ac3f96200127dc500,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=25.1 (level=0)"
images/025_5abbb77298d8fc001102dfce.jpg,5abbb77298d8fc001102dfce,Nguyễn Văn Linh - Nguyễn Lương Bằng (2),Quận 7,10.7315637581429,106.720327734947,2026-08-12T17:15:50.789703+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,val,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=5abbb77298d8fc001102dfce,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=30.1 (level=0)"
images/026_63bd1f48bfd3d90017ec3d19.jpg,63bd1f48bfd3d90017ec3d19,Huỳnh Tấn Phát - Nguyễn Thị Thập,Quận 7,10.7375247437985,106.730353832245,2026-08-12T17:15:51.024910+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=63bd1f48bfd3d90017ec3d19,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=44.3 (level=1)"
images/027_662a8e641afb9c00172d2a7e.jpg,662a8e641afb9c00172d2a7e,Nguyễn Văn Linh - Nguyễn Thị Thập 1,Quận 7,10.7379358419233,106.721234321594,2026-08-12T17:15:51.298001+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=662a8e641afb9c00172d2a7e,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=27.3 (level=0)"
images/028_56df8381c062921100c143e2.jpg,56df8381c062921100c143e2,Nguyễn Hữu Thọ - Nguyễn Thị Thập 1,Quận 7,10.740497286869,106.700946092606,2026-08-12T17:15:51.555140+00:00,2,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=56df8381c062921100c143e2,"Auto-annotated: 0 moto, 0 car, 2 heavy. Flood score=30.1 (level=0)"
images/029_662a8c931afb9c00172d2901.jpg,662a8c931afb9c00172d2901,Huỳnh Tấn Phát - Hoàng Quốc Việt,Quận 7,10.7143336880567,106.736941337585,2026-08-12T17:15:51.795332+00:00,4,2,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=662a8c931afb9c00172d2901,"Auto-annotated: 0 moto, 2 car, 2 heavy. Flood score=48.6 (level=1)"
images/030_662a8f3a1afb9c00172d2b31.jpg,662a8f3a1afb9c00172d2b31,Nguyễn Hữu Thọ - Đường số 15,Quận 7,10.7445238765742,106.701600551605,2026-08-12T17:15:52.074398+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,val,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=662a8f3a1afb9c00172d2b31,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=111.2 (level=2)"
images/031_662a8d821afb9c00172d29c8.jpg,662a8d821afb9c00172d29c8,Nguyễn Thị Thập - Tân Mỹ,Quận 7,10.7381993660681,106.718316078186,2026-08-12T17:15:52.347484+00:00,0,0,0,low,auto_annotated_yolo_hsv,YOLOv8n + PhysicsHSV,train,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=662a8d821afb9c00172d29c8,"Auto-annotated: 0 moto, 0 car, 0 heavy. Flood score=48.3 (level=1)"
